plate,review_reason_code,customer_meaning,reviewer_comments,status
STROSHO,2,MY BLOG NAME MASTRO SHOW,SHO OR HO,Y
UR SALTY,2,THE OPPOSITE OF YOUR SWEET,"YOU ARE SALTY, PULLED BECAUSE OF THE ""YOU""",N
URUPNXT,2,YOUR UP NEXT,"YOU ARE UP NEXT, PULLED BECAUSE OF THE ""YOU"" ALSO THIS IS A TOWING COMPANY",N
YOU2LOW,2,YOU TO LOW,"""YOU""",Y
8EATNGU,2,FASTER CAR,"BEATING YOU, EATING YOU",N
9ERS FOO,2,IM A 49ERS FAN. JUST SHOWING MY TEAM SOME LOVE,"NINERS, FOOL! (TAUNTING)",Y
BD KAT,1,BAD CAT,BAD CAT,Y
FH8CNCR,2,FAMILY HAS LOST 8 FAMILY MEMBERS TO CANCER ILLNESSES.,H8 CANCER,N
FISHWST,1,FISH WEST,FISH,Y
ICURBAK,2,I AM A CHIROPRACTOR AND I SEE YOUR BACK,I SEE YOU ARE BACK I SEE YOURE BACK AS IN BOTTOM,Y
IA V8,2,AVIATION/PILOT RELATED,I ATE A  V8,Y
LAOSIGI,2,EXPERIENCED DRIVER,CAN NOT TRANSLATE,Y
MEOWGRR,1,MODEL IS A HELLCAT. CAT MEOW & GRR ON LICENSE PLATE.,MEOW CAT,Y
MEOWHOM,1,MEOW HOME,MEOW CAT,Y
NEUN 11E,4,NINE ELEVEN,911 (CANT SEE PORSCHE ON RECORD),Y
OVRDEDG,2,SAYING FOR A EDGE CAR,OVER THE EDGE,Y
TAKAHIK,2,TAKE A HIKE. HIKING/BACKPACKING IS MY HOBBY.,TAKE A HIKE,N
TREDECI,2,ITALIAN FOR MY FAVORITE NUMBER!,THIRTEEN,N
YERGAT,2,ITS MY LAST NAME,YOUR GAT (CUSTOMERS NAME IS YERGATIAN),Y
6PK2GO,2,3 2 BARREL CARBURATORS,6 PACK 2 GO,Y
AHHDAMN,3,"JUST MY EVERYDAY EXPRESSION EVERYTIME I SEE AN AWESOME OR FUNNY STUFF I TEND TO SAY ""OHH DAMN"". THANK YOU!","DAMN, PROFANITY",N
RCO4FBI,5,INITIALS/BIRTHDATE/AND 3 CHARACTERS OF FROM MY FIRST LICENSE PLATE,"FBI, LAW ENFORCEMENT REFERENCE",N
TRD TOY,3,TOYOTA RACING DEVELOPMENT TOY,"TRD, TURD, OBSCENE (NO TOYOTA ON RECORD)",N
1GOT2P,3,1 GOT TO POINT,"I GOT TO PEE, OBSCENE",N
2117,6,MY CHILDREN'S DATE OF BIRTH,ALL DIGITS,Y
727O,6,PHONE NUMBER,ALL DIGITS,Y
91SSIKX,2,CITY AND SUPERSPORT,AREA CODE,N
DMMDVA,3,DOMESTIC MAIL MANUAL (USPS) DIVA,"DAMN, PROFANITY",N
FAV3 CIA,5,"FAVORITE THREE, CALEB, ISAIAH, ALYSSE","CIA, LAW ENFORCEMENT REFERENCE",N
ADRI619,2,PERSONAL,619 AREA CODE,N
BULYPWS,2,I HAVE BULLDOGS. IT MEANS BULLDOG PAWS,BULLY,Y
H32416O,6,MY DAUGHTERS BDAY SHE PASSED AWAY AT 3WEEKS OLD,LOOK ALIKE,N
LCNLOAD,2,NICKNAME,LOCK AND LOAD,N
O21512M,6,ANNIVERSARY,LOOK A LIKE,N
RAUFOSS,2,NORWEGIAN CITY,AMMO,Y
777ZZ7Z,6,FAVORITE NUMBER,LOOK A LIKE,N
D666A13,6,INITIALS AND IMPORTANT DATES,LOOK A LIKE,N
OUUK2FO,2,OUU K 24,CAN NOT TRASNLATE,N
PONY FCE,2,PONY FACE,HORSE FACE,Y
STRNGDS,1,"STRING (VIOLIN,VIOLA,CELLO) GODDESS",STRONG D,N
PIPIBB,2,PIPI IS MY NICK NAME AND BB REPRESENT BABY IN SHORT FORM,PULLED FOR PIPI,N
BIGNATO,2,SONS NAME,"PULLED FOR NATO, MILITARY ALLIANCE",N
BOSS SXL,2,NICKNAME,PULLED FOR BOSS,N
CDAWG 12,2,NICKNAME,CDAWG = CRIP AFFILIATION,N
CLSSYOG,2,CLASSY ORIGINAL CAR,PULLED FOR OG,N
CUTI PI,1,CUTI PIE,PULLED FOR PIE,Y
C1O SIX9,1,MODEL YEAR,PULLED FOR 69 (NO 1969 ON ANI),N
DEAD1CO,1,DEAD AND CO IS THE NAME OF A BAND I LOVE,PULLED FOR DEAD,N
DMGDTMS,3,DAMN GOOD TIMES,PULLED FOR DAMN,N
DOOKEY,2,MY CHILDHOOD NICKNAME,VULGAR,N
G JOSAN,2,MY LAST NAME,STAND ALONE G,N
GO TT,1,GO AUDI TT,PULLED FOR TT (2017 AUDI ON RECORD),Y
HMINGRA,2,"""BLACK HEMI"" - BLACK COLORED TRUCK WITH A HEMI ENGINE",PULLED FOR NEGRA,N
IP1G2 9,5,I FOR VECHILE DRIVERS OWNER AND P FOR WIFES INITIAL FIRST NAME.THE REST ARE JUST RANDOM NUMBERS I CHOOSE,PULLED FOR PIG,N
JUVI G,2,FAMILY NAME,STAND ALONE G (NAME IS JUVENAL GUTIERREZ),N
KING8O5,2,MY SONS MIDDLE NAME IS KING AND 8/05 IS HIS BIRTHDAY,805 = CA AREA CODE,N
LACA213,2,LOS ANGELES CALIFORNIA,213 = CA AREA CODE,N
MIA 6I9,2,MIA: FIRST NAME 619: SAN DIEGO AREA CODE (HOMETOWN-SEE MAILING ADDRESS),619 = CA AREA CODE,N
NFIVE5O,5,N FOR MY NAME AND FIVE50 IS MY CAR.,PULLED FOR 5O,Y
OG4RLTR,2,"OG STANDS FOR MY INITIALS, MY FIRST & LAST NAME OSCAR GONZALEZ. I'M ALSO A REALTOR. ITS ALSO SIMILAR TO MY BUSINESS EMAIL, OSCAR4REALTOR@GMAIL.COM..THANK YOU!",PULLED FOR OG,N
O1729,6,"A REFERENCE TO THE HARDY-RAMANUJAN NUMBER, THE SMALLEST NON-TRIVIAL TAXICAB NUMBER.",LOOK ALIKE,N
PAOLA G,2,NAME AND LAST NAME,STAND ALONE G,N
PUBER,1,LIKE UBER BUT PUBER. MY NAME IS PETER AND I DRIVE EVERYONE AROUND LIKE UBER.,PULLED FOR PUBE,N
WKDQEEN,2,WICKED QUEEN,PULLED FOR QUEEN,Y
187RPTR,2,"(187)MURDERED OUT MEANING THE THE TRUCK IS BLACK AND THE WHEELS ARE BLACK , BLACK ON BLACK COLOR SCHEME,(RPTR) IS THE VEHICLE NAME FORD F-150 RAPTOR",PULLED FOR 187,N
4O RNDS,2,MILITARY UNIT MOTTO,40 ROUNDS (AMMO),N
66QUEEN,2,NO MEANING ON REG 17,PULLED FOR QUEEN,Y
666BLLY,2,HELLBILLY A TERM FOR FANS OF HANK WILLIAMS THE THIRD,PULLED FOR 666,Y
ISH$RTD,2,IS HER TOP DOWN....I BOUGHT A CONVERTIBLE VW,"I SHARTED, VULGAR",N
TFNY BX,1,TIFFANY BOX,PULLED FOR BOX,N
AIRFBI,5,VIDEO GAME'S NAME,"FBI, LAW ENFORCEMENT REFERENCE",N
BETO619,2,ITS MY NAME AND THE 619 IS FOR MY AREA CODE.,AREA CODE,N
CAMLTQW,1,CAMEL TOW TOWING. WE ARE A PRIVATE TOWING COMPANY.,"CAMEL TOE, VERY INAPPROPRIATE (It is a company but it's in Carolina.)",N
CHAD213,2,NAME,AREA CODE,N
EG916,2,THE MEANING IS ELK GROVE AND THE AREA CODE OF ELK GROVE IS 916.,AREA CODE,N
IPE4VR,3,MY DADS INITIALS.,"LOOKS LIKE I PEE FOREVER, OBSCENE",N
O3679,6,BECAUSE I LIKE IT.,ALL DIGITS,Y
PIGYCTY,5,EMAIL HANDLE. OLD NICKNAME DERIVED FROM BEATLES SONG.,"PIC, LAW ENFORCEMENT REFERENCE",N
S55S55S,6,I AM ALAW ENFORCEMENT OFFICER AND HAVE ALWAYS THOUGHT IT WOULD BE FUNNY TO SEE A PLATE OF THIS CONFIGURATION. I WOULD LIKE TO GET THE OPPOSITE OF THIS FOR MY SECOND VEHICLE,THE LETTERS AND NUMBERS ALL LOOK ALIKE,N
TRD RACR,3,TOYOTA RACING DEVELOPMENT,"TRD IS SIMILAR TO TURD, OBSCENE (Has Toyota PU)",Y
W649O92,6,"FIRST LETTER OF LAST NAME, BIRTHDATES OF FAMILY MEMBERS",LOOK ALIKE,N
XYXKXKX,6,DESIGN,ALL THE LETTERS LOOK THE SAME,N
1O41,6,POLICE 10-CODE FOR 'BEGINNING TOUR OF DUTY',ALL DIGITS,Y
2 SICK5O,5,OWN A MUSTANG,"5O, LAW ENFORCEMENT REFERENCE (No Ford on Record)",N
2121,6,SAVAGE,ALL DIGITS,Y
314O6,6,140.6 IS AN IRONMAN DISTANCE RACE,ALL DIGITS,Y
4PROTRD,3,2016 TOYOTA TUNDRA TRD PRO,"TRD IS SIMILAR TO TURD, OBSCENE (Has Toyota PU)",Y
5O TH SS,5,50 ANNIVERSARY. SUPER SPORT,"5O, LAW ENFORCEMENT REFERENCE",Y
5OTH 2SS,5,50TH ANNIVERSARY EDITION SS CAMARO,"5O, LAW ENFORCEMENT REFERENCE (No Camero on record)",Y
5SS5SS5,6,I AM ALAW ENFORCEMENT OFFICER AND HAVE ALWAYS THOUGHT IT WOULD BE FUNNY TO SEE A PLATE OF THIS CONFIGURATION. I WOULD LIKE TO GET THE OPPOSITE OF THIS FOR MY SECOND VEHICLE,THE LETTERS AND NUMBERS ALL LOOK ALIKE,N
51112,6,ANNIVERSARY,ALL DIGITS,Y
62716,6,THE DATE GRANDPA PASSED AWAY,ALL DIGITS,Y
66ONE,2,661,AREA CODE,N
OOUUOOO,6,I LIKE NUMBER O,THE LETTERS ALL LOOK ALIKE,N
25T1CHP,5,1/4 TON 100 HORSEPOWER,"CHP, LAW ENFORCEMENT REFERENCE",N
OMG VETT,2,NOTHING ON QUICKWEB,"HAS HONDA, NO CORVETTE ON ANI. OH MY GOD VETERAN?",Y
CALI 4O8,2,CALIFORNIA 408,408 area code - San Jose,N
D M N,3,INITIALS,LOOKS LIKE 'DAMN' BUT IT IS HIS INITIALS,Y
FNG BUGN,3,TYPE OF VEHICLE. VOLKSWAGON BUG,EFFING BUGGIN,N
HALF DED,2,I OWN AN ALL BLACK 2016 DODGE CHARGER. CAR IS NAMED AS REAPER DUE TO THE COLOR BLACK ALL THE WAY AROUND AND WOULD LIKE TO PAIR THE LICENSE PLATE TO GO WITH THE THEME OF THE CAR.,DEAD,N
HLTRSKR,2,HELLOTRICKSTER,HELTER SKELTER (CHARLES MANSON),Y
JUNHO82,1,NAME AND BIRTH,"PULLED FOR 'HO' BUT CUSTOMER FIRST NAME IS JOONHO, ONE WORD. OK?",Y
SMEL YA,2,SMELL YA LATER - FUNNY TERM OF SAYING BY TO SOMEONE,INSULTING?,N
THUGBUS,2,NICE RIDE,THUG,N
8ONE8DC,2,8ONE8 MEANS THE AREA CODE I LIVE IN AND DC IS MY INITIALS DAVID CONTRERAS,818=WINNETKA AREA CODE,N
CYCO VET,2,CRAZY VET,PSYCHO VETERAN,N
NASTY2U,2,NASTY,"NASTY TO YOU, PULLED BECAUSE OF THE ""YOU""",N
SVRTNT,2,SEIVERT WALNUT ORCHARD,PULLED FOR TNT,N
ALIST B,3,NO MEANING,STAND ALONE B,N
BOSSCAT,1,BOSS 429 COUGAR,PULLED FOR CAT (1969 MERCURY ON ANI),Y
CM PP,1,NICKNAMES,SEE MY PP ?,N
DAMM1TT,3,A PHRASE,DAMNIT,N
DIP N IT,1,"HYDRO DIPPING BUSINESS. JUST A NOTE BUT THERE IS SUPPOSED TO BE A SPACE BETWEEN THE ""P""AND""N"" ALSO.. DIP N IT",DIP IN IT,N
GUTP1LE,2,A HUNTING TERM WHEN YOU KILL A DEER AND GUT IT,GUT PILE,N
JDGRNDG,1,JACK DREES GRINDING,PULLED FOR GRINDING,N
PHATT 5O,5,NICE LOOKING 1950 TRUCK,PULLED FOR 5O,Y
PIMP327,2,"POP'S IMPALA 327, I WAS BORN IN 1962 WHEN CHEVROLET WAS INSTALLING 327 ENGINES IN THEIR VEHICLES.",PULLED FOR PIMP,N
PUTOMAS,2,MY NEPHEW TRIES TO SAY PLUTO THE DISNEY DOG BUY CANT PRONOUNCE L YET. AND HE LOVES CHRIATMAS BUT CALLS IT MAS,PULLED FOR PUTO,N
SCNDREL,2,SCOUNDREL,SCOUNDREL,Y
SOUL WNR,1,SOUL WINNER,WNR COULD BE TAKEN AS WEINER,Y
THEMNKY,1,MY FAMILY AND FRIENDS SAY I ACT LIKE A MONKEY. SO I HAVE EMBRACED IT. IT IS MEANT IN A FUN AND FRIENDLY WAY. NO HARM OR ANYTHING NEGATIVE IS INTENDED.,PULLED FOR MONKEY,N
TRD TONY,2,ANTHONY,PULLED FOR TRD,N
UNDEATH,2,SHOWS MY LOVE OF ZOMBIE MOVIES,PULLED FOR DEATH,N
31O HB,2,AREA CODE HERMOSA BEACH,310 = AREA CODE,N
7MENDO7,2,MENDO 707,707 = AREA CODE,N
93OO5A2,6,NON,LOOK ALIKE,N
MIAOW,1,CATS MEOW,MEOW,Y
CBRNCTA,3,NICKNAME,PULLED FOR CABRON,N
PAQNLOW,1,PRO BOXER NICKNAME,PACKIN' LOW?,N
RICH569,1,NAME AND BIRTHDAY,PULLED FOR 69 (NO 1969 ON ANI),N
TMGLIFE,1,MY LIFESTYLE,TMG = TAKE MANS GASH (GIRL),Y
WOODY T,1,NAME,PULLED FOR WOODY,N
PMPN GW,2,POWER MOTOR PEOPLE KNOW GOLD WING,PMPN = PIMPIN'?,N
ST4R W4R,2,MOVIE,STAR WAR IS  MARKED UNACCEPTABLE,N
BOBBYBM,2,BOBBY BOOM - A NICKNAME,BM=BOWEL MOVEMENT… BOOM=EXPLOSION,N
FORCE M,2,BAND NAME,FORCE 'EM?,N
GATO814,1,IT WAS MY SONS NICKNAME AND THE MONTH AND DAY THAT HE PAST AWAY,"gato=cat, has truck not cat car",Y
GO UGLY,2,COMMON PHRASE,CALLING SOMEONE UGLY,N
IDAREYU,2,I DARE YU,BECAUSE OF THE 'YOU'.. TAUNTING,N
TRUMP 4U,2,TRUMP FOR YOU,BECAUSE OF THE 'YOU',N
51ODANY,2,the car serial number and my son's name,"510 IS A BAY AREA AREA CODE, CUSTOMER IS IN SANTA ROSA. 510 IS A DATSUN/NISSAN MODEL, CUSTOMER HAS A NISSAN",Y
8DA4PEX,1,INSIDE JOKE WITH FRIEND,ATE THE?,N
5OA666,4,FIFTY ANNIVERSARY EDITION OF VEHICLE AND LUCKY NUMBERS,666 ALSO COULD MAYBE LOOK LIKE A SIX DIGIT AUTO (SOA666),N
BJATRD,3,THESE PLATES WILL BE REGISTERED TO A TOYOTA TACOMA TRD.  I HAVE BEEN GOING TO THE BAJA 1000 WITH MY DAD FOR 10 YEARS.,"TRD IS SIMILAR TO TURD, OBSCENE",Y
CEYEA,4,MY NAME IS CATRICE ILENE ADAMS SO THIS IS SPELLING OUT MY INITIALS,"CIA, LAW ENFORCEMENT REFERENCE",Y
CINCOP8,4,SYNCOPATE IS A MUSICAL TERM FOR ODD TIME SIGNATURES. CINCO IS THE SPANISH WORD FOR 5. THE PUN IS 5/8 IS AN ODD TIME SIGNATURE EMBEDDED IN THE WORD FOR ODD TIME SIGNATURES,"COP, LAW ENFORCEMENT REFERENCE",N
FNL8O55,2,FINAL BOSS,"8O5 STANDS OUT TO ME, AREA CODE",Y
HOFEI,3,VERY FAT IN CANTONESE (THE CAR IS A HONDA FIT),"HO, PROFANITY",Y
HOODDAT,2,WHO IS THAT?,MOST LIKELY WHO DAT? BUT HOOD STANDS OUT TO ME,Y
JKITCH1,3,KITCHEN,"JOCK ITCH, DISGUSTING TERM",N
LELA5O,4,SHORT NAME FOR ABUELITOS AND YOUR SHE WAS BORN,"5O, LAW ENFORCEMENT REFERENCE",Y
M11283O,6,MATTHEW 11:28-30,LOOK ALIKE,N
NPZO916,2,AUTO NAME AND LEASE ENDING,AREA CODE,N
NSTYTRD,3,NASTY TRD (TOYOTA TRD),"TRD IS SIMILAR TO TURD, OBSCENE",N
O9834,6,RETIRED CUP OFFICER'S BADGE NUMBER,ALL DIGITS,Y
THE25OH,4,THE LEXUS IS 250,"5O, LAW ENFORCEMENT REFERENCE",Y
TTMV323,2,OWNERS INITIALS AND FAVORITE NUMBERS,AREA CODE,N
WNMWWNW,6,LETTERS MIMICKING WATER WAVES,ALL THE LETTERS LOOK ALIKE,N
Z7O7Z,2,BECAUSE IM FROM THE AREA CODE 707.,AREA CODE,N
13123,6,SON 1/31 DAUGHTER 2/3 BIRTHDAYS,ALL DIGITS,Y
2O589W1,6,20589W1,LOOK ALIKE,N
35713,6,MY FAVORITE NUMBERS,ALL DIGITS,Y
5S5SS5S,6,I LIKE 5 AND S,THE LETTERS AND NUMBERS ALL LOOK ALIKE,N
619KINE,2,OF OR FROM SAN DIEGO,AREA CODE,N
619VERO,2,MY AREA CODE AND NICKNAME,AREA CODE,N
8O5BOSS,2,BOSS,AREA CODE,N
OH#OFCR,5,OH HI OFFICER,"OFFICER, LAW ENFORCEMENT REFERENCE",N
MNMNMNN,6,ALMA MATER,THE LETTERS ALL LOOK THE SAME,N
ODDDOOD,6,"AN EXPRESSION AND FUN WAY TO SPELL ""ODD DUDE""",THE LETTERS ALL LOOK THE SAME,N
O71829P,6,"07,18 AND 29 ARE THE BIRTHDATES AND ""P"" WILL BE THE FIRST LETTER OF OUR LAST NAME",LOOK ALIKE,N
AHUGPRN,1,A HUG AS NEEDED,PULLED FOR PRN (Plate already released. Denying would require a recall),Y
BEEEBZZ,3,NICKNAME,PULLED FOR BZ (CUSTOMERS NAME IS BEEBEE),Y
CHEEKS M,1,MY LAST NAME,"PULLED FOR CHEEKS (CHEEKS already released, customer is Mary Cheeks)",Y
D BK 9,2,THE BACK NINE,PULLED FOR BK,Y
KAY BOSS,2,BUSINESS NAME,PULLED FOR BOSS,Y
KEGSTER,2,NICKNAME,INAPPROPRIATE?,N
LAK CK,2,INITIALS,PULLED FOR CK,Y
LTTLE 5O,5,MY TRUCK,PULLED FOR 5O (Ford Trucks on record),Y
OG 69LRK,2,ORIGINAL 1969 SKYLARK,PULLED FOR OG (1969 BUICK ON ANI),Y
TRD O4,2,TOYOTA RACING DEVELOPMENT,"PULLED FOR TRD (Toyota on record, not truck)",N
BJERKES,2,NO MEANING ON REG 17,BE JERKS? (Plate alrady released. Denying would require recall),Y
GLDNUGT,2,MY CAR IS OF THE GOLD COLOR.,NUGGET CAN BE A TERM USED TOWARD A PERSON WITH NO ARMS OR LEGS,Y
G94O213,6,CHILDRENS BIRTHDAYS,LOOK ALIKE,N
X9799O3,6,FAVORITE SEQUENCE,LOOK ALIKE,N
1125,6,SAME PLATES FROM ILLINOIS,ALL DIGITS,Y
936O4,6,"ZIP CODE FOR BASS LAKE, OUR HOME TOWN",ALL DIGITS,Y
45678,6,JUST LIKE THE SEQUENCE OF NUMBERS,ALL DIGITS,Y
9O584,6,WEDDING DATE 09/05/1984,ALL DIGITS,Y
BLUESGO,2,NHL FAN,BLUES,Y
BLU 5OH,4,BLUE MUSTANG,50 AS IN MUSTANG OR COP (Ford on ANI),Y
CRZY5OH,4,I OWN A 5.0 MUSTANG,5O AS IN COP OR MUSTANG (Ford on ANI),Y
GRAPPLE,2,I GRAPPLE AS A HOBBIE AND PROFESSION,FIGHT,Y
G19OW6,6,INITIALS AND FRATERNITY YEAR,LOOK A LIKE,N
HOKI3,2,SCHOOL,HOKIE (HOKIE already released),N
HOPHNTR,2,HOP HUNTER. IN SEARCH FOR HOPS TO BREW IN BEER.,HUNTER,Y
H4N 5O7O,6,"HAN SOLO IN LEETSPEAK, WHICH IS A SORT OF COMPUTER NERD LANGUAGE",HAN SOLO,Y
ITSAGS1,1,ITS A GAS,IT SAGS,N
ITSAGS2,1,ITS A GAS,IT SAGS,N
JUCEBX1,1,JUICE BOX,JUICE BOX,N
LNCHBX1,1,LUNCH BOX,LUNCH BOX,Y
MOTWNPG,4,I LOVE DETROIT AND ITS MUSICAL HISTORY,PG PIG,N
NAS T,1,I AMA HILLARY SUPPORTER,NASTY,N
PEASENT,2,MY GREAT ANCESTORS WERE THE WORKING AND BLUE COLLAR TYPE. OUR ORGINAL FAMILY NAME WAS PEASANT. THIS IS TO PAY RESPECT TO ANCESTORS,PEASANT (PEASANT released in 2008. no complaints),Y
PEAZANT,2,MY GREAT ANCESTORS WERE THE WORKING AND BLUE COLLAR TYPE. OUR ORGINAL FAMILY NAME WAS PEASANT. THIS IS TO PAY RESPECT TO ANCESTORS,PEASANT (PEASANT released in 2008. no complaints),Y
PGHSTL1,4,PITTSBURGH STEELER 1,PIG HUSTLE,Y
P72O71O,6,"FIRST INITIAL OF LAST NAME AND BIRTH YEARS OF ME, WIFE AND KIDS",LOOK A LIKE,N
P87 G5O,6,PLEASE CENTER....PORSCHE 1987 G50 = TRANSMISSION,LOOK A LIKE,N
TWRKVAN,1,"WORK VAN, THE T IS SILENT.",TWERK VAN,N
UR UGLY,2,DESCRIBES MY DAYS AT WORK,YOURE UGLY,N
VMC AUS,3,VETERANS MOTORCYCLE CLUB AUSTRALIA,AUS COULD MEAN AUSSIE OR AUSTRALIA,Y
VNLHAUS,3,VINYL HAUS,HAUL AUS BACKWARDS AND FORWARDS HLN AUS,Y
ZED BLUE,2,BLUE CAR,BLUE,Y
619 BOYZ,2,AREA CODE WHERE BORN,619 AREA GODE,N
LVES#JB,1,LOVES MANICURIST JOBS,LOVES HAND JOB,N
DEZ4U NI,1,ABSOLUTELY LOVE THE DESERT AND DRY HEAT.GO TO MY OTHER HOME THERE EVERY WEEKEND.,DEEZ FOR YOU,N
I BLOOPY,2,NICKNAME,I BE LOOPY,Y
MOO BOIS,2,COWBOYS FOOTBALL TEAM,MOVE BOY,Y
BATTLAC,2,BATTLE SHIP GREY CADILLAC BATTLE CADILLAC,BATTLE,N
BAWSY,2,"BOSSY BUT SPELLED WITH A W. ORDERING PEOPLE AROUND, AUTHORITATIVE, DOMINEERING",BALLSY,N
BLU LYT,2,BLUE LIGHT - A SONG BY PRINCE (1995) AUTISM AWARENESS,BLUE LIGHT,Y
CLOM650,2,FRIEND MUSIC GROUP FOLLOWED BY AREA CODE,650 AREA CODE,N
CRM PIE,1,PIES ARE MY FAVORITE THING IN THE WORLD,CREAM PIE,N
DUBS BMW,2,RADIO NAME,DUBS,N
F LIPR,2,NICK NAME,FLIPPER,N
GLF KOOK,2,CRAZY ABOUT GOLF,GOLF COOK CRAZY,N
HBLHSTL,2,HUMBLE HUSTLE,HUSTLE,N
IRN POSN,2,IRON POISON,IRON POISION,N
JLRGE 1 1,2,NICK NAME AND FAVORITE NUMBER,J LARGE,Y
K2F1,1,"KEY 2 FITNESS IS THE NAME OF THE COMPANY I OWN. IT'S SHORTHAND, AND 1 OF 2 CARS I OWN",OK TO F ONE,N
MADCHEN,2,GIRL IN GERMAN,LITTLE GIRL.. BUT ITS GOING ON A MANS CAR,N
MOOL213,2,ACRONYM: MY ONLY OTHER LOVE (IN THE) 213,213 AREA CODE,N
1AMOCAT,1,TACOMA SPELLED BAC,AMMO,N
55X16S,6,DATE OF BIRTH,LOOK A LIKE,N
6ET8ENT,2,GETTING BENT OUT SHAPE,GET BENT,N
NCA$NVA,2,"LIVING IN CALIFORNIA, LOVE FOR FAMILY IN VIRGINIA",LOOKS LIKE NICCA LOVES NOVA,N
VRW$RDN,1,MY NAME AND MY PROFESSION,VRW LOVES RIDIN,N
CUBBLUE,2,CHICAGO CUBS COLOR,BLUE,Y
HETZER5,2,MY ONLINE NAME,HETZERS IS A TANK GERMAN ARMY TANK,N
SEDAMMM,3,MY WIFE S NAME,DAMN,N
ZS FOOL,2,FIRST EMAIL NAME IN 9TH GRADE,FOOL,N
TZ 415,2,DAUGHTER NICK NAME AND ANNIVERSARY DATE,415 IS SAN FRANCISCO AREA CODE,N
ASHLEE 8,1,THIS IS MY NICK NAME AND 8 IS MY FAVORITE NUMBER,ashlee ate,Y
CRASHO1,2,ONLY BECAUSE I HAD A SMALL ACCIDENT,CRASH,Y
DAM O7O9,3,"DYLAN ANDREW MARTINEZ, JULY, SEPTEMBER","damn, customer is Larry Martinez",N
DARK 7O7,2,DARK COLOR AIRPLANE,"707  VACAVILLE, VALLEJO AREA CODE",N
DMN RSSN,2,DAMN RUSSIAN,damn russian,N
HUNTCRZ,2,HUSB LOVES TO HUNT,"hunt crazy, BECAUSE OF CRAZY",Y
IOMTA3,1,"I OWE MONEY TO ALL 3 (HOUSE PAYMENT, CAR PAYMENT, MY PARENTS",EAT MOI,N
ITCH2U,2,MY BEST FRIEND DIED 3 YEAR'S AGO JAN 5. WE MEET ON A FIELD TRIP WHEN WE WERE NINE POISON OAK,ITCH TO 'YOU',N
JBS916R,2,INITIALS AND WHERE IM FROM,"916 SACRAMENTO AREA CODE, JB IS CUSTOMER INITIALS",N
JG4O8SS,2,JESUS GALINDO AREA CODE 408 SS,408 SAN JOSE AREA CODE,N
JPROOTS,2,JAPAN ROOTS,JAP?,N
LOCA 79,2,NICK NAME,crazy,N
MAHI NGA,2,MAHI MAHI IS MY FAVORITE FISH. I AM AN ENVIRONMENTALIST AND AM A MEMBER OF NATIONAL GEOGRAPHIC ASSOCIATION. THANK YOU!,NGA=N WORD,N
MURDAWG,2,MY NAME,"NAME IS JEFF MURRAY, COULD READ AS MURR-DOG OR MURDA",N
NODRUMF,3,NONSENSE LETTERS,"looks like MF but is really ""no Drumpf"" (a rumor about Trump's real last name)",Y
O7   ICBM,2,I CAN'T BELIEVE ITS MINE,ICBM=INTERCONTINENTAL BALLISTIC MISSILE. NO 2007 ON ANI BUT HAS A 1962 LOTUS,N
POGIBLZ,2,HANDSOME,"pogi=handsome in Tagalog, looks like 'pogi balls' though…",Y
ROKWOOD,1,I HAVE A ROCK N ROLL CLOTHING LINE CALLED ROCKWOOD,WOOD=AN ERECTION,N
RVBRLEC,2,FRIENDS INITIALS,SELL OUR BEAVER BACKWARDS…,N
STPDKZU,2,NAME OF MY MUSIC PRODUCING STUDIO AND ITS MUSIC PUBLISHING COMPANY,STUPID KAZOO IS A SONG BY THE CUSTOMER… GOOGLE SHOWS A VIDEO ON YOUTUBE BUT NO LYRICSS AVAILABLE. PULLED FOR 'STUPID',N
SYF,2,ABBREVIATION FOR STEAL YOUR FACE. GRATEFUL DEAD ALBUM TITLE,OR SHUT YOUR FACE,N
THUGSUV,2,TOUGH CAR. VEHICLE NAME,THUG,N
WL BEATU,2,WILL BEAT YOU,will beat you,N
46LV51O,2,"APRIL 6TH LOVES MAY 10TH ( OUR BIRTHDAYS) I DID NOT FIND A ""ZERO"" SO USED AN "" O""",510 BAY AREA CODE,N
69 ALF,1,69 BECAUSE MY CAR IS A 69 FORD MUSTANG AND ALF BECAUSE OF MY LAST NAME ALFARO,NO 69 ON ANI,N
7SIKHSO,2,IT'S ABOUT MY FAITH AND LOVE FOR MY CITY AND HOME IN OCEANSID,760=AREA CODE,N
$N O GZ,1,LOVING ZERO GAS,HARD ON (HEART),Y
RBL AXE,2,DODGE RAM REBEL EDITION,AXE?,N
GON KAT,1,GONE KAT (KATHLEEN),CUSTOMER IS WILLIAM,Y
CHP79O2,5,LATE FATHER'S BADGE NUMBER CHP RETIRED,law enforcement,N
DM GINA,3,MY CAR IS NAMED GINA.,DAMN GINA,N
GOTBURL,1,GOT BURL? (WOOD),"BURL = WOOD (GOTWOOD released, no complaints)",Y
MARDI G,2,MY NAME,"STAND ALONE G (Plate already released, Denying would require recall)",Y
PNKDG,1,NO MEANING ON REG 17,"PULLED FOR PNK = PINK? (Conversion, no complaints)",Y
PS OFF3,2,PRETTY SWEET OFFICER 3,PISS OFF,N
QBOX3O,1,BOXING,PULLED FOR BOX,N
